,datetime,lat,lon,incident,region
194,2024-04-12T18:00:00.000Z,51.62506,-116.43452,0,Central Rockies
195,2024-04-12T18:00:00.000Z,51.15622,-116.95559,0,Purcells
196,2024-04-12T18:00:00.000Z,50.29306,-125.69534,0,Vancouver Island
197,2024-04-12T17:30:00.000Z,49.7355,-114.62958,0,South Rockies
198,2024-04-12T17:00:00.000Z,51.286971182689825,-116.10469689446148,1,Central Rockies
199,2024-04-12T14:00:00.000Z,51.252370628592956,-116.07378702174677,0,Central Rockies
200,2024-04-12T07:00:37.000Z,54.503979517505,-128.952171367613,0,Northwest Coast
201,2024-04-12T07:00:00.000Z,50.32587359026766,-122.4453312638307,0,Southwest Coast
202,2024-04-12T07:00:00.000Z,54.50517178797929,-128.94595724642159,0,Northwest Coast
203,2024-04-12T02:00:00.430Z,49.38482398508205,-122.94119353174617,0,Southwest Coast
204,2024-04-12T02:00:00.000Z,59.54712,-134.9325,0,Yukon
205,2024-04-12T00:00:00.000Z,50.72319,-115.32633,0,Central Rockies
206,2024-04-11T21:00:00.000Z,59.65195221116517,-136.57923312052725,0,Yukon
207,2024-04-11T21:00:00.000Z,55.03249,-127.03514,0,Northwest Coast
208,2024-04-11T21:00:00.000Z,59.61332,-136.43149,0,Yukon
209,2024-04-11T19:05:00.000Z,51.28501,-117.56343,0,Selkirks
210,2024-04-11T19:00:00.000Z,49.91833729902041,-123.03795798947692,0,Southwest Coast
211,2024-04-11T18:00:00.000Z,51.05930488927794,-115.38878927862955,0,Central Rockies
212,2024-04-11T18:00:00.000Z,49.97614799939154,-124.18313191464117,0,Southwest Coast
213,2024-04-11T17:30:00.000Z,50.94831,-118.07237,0,Selkirks
214,2024-04-11T16:14:00.000Z,64.34152,-128.705,0,
215,2024-04-11T16:13:00.000Z,64.38798,-128.69354,0,
216,2024-04-11T16:00:00.000Z,51.68574,-116.49747,0,Central Rockies
217,2024-04-11T15:00:00.000Z,59.55838020670967,-136.34241796512427,0,Yukon
218,2024-04-11T14:00:00.000Z,51.64393,-116.56406,0,Central Rockies
219,2024-04-11T13:00:00.000Z,52.17277,-117.27354,0,Central Rockies
220,2024-04-11T12:30:00.000Z,51.40471736790897,-116.39384333968854,0,Central Rockies
221,2024-04-11T03:00:32.000Z,51.03859504848202,-115.76541303081909,0,Central Rockies
222,2024-04-11T00:00:00.000Z,59.60943,-135.0306,0,Yukon
223,2024-04-10T23:00:00.000Z,55.33829,-122.71477,0,North Rockies
224,2024-04-10T22:00:00.000Z,54.87026,-127.51926,0,Northwest Coast
225,2024-04-10T20:00:00.000Z,59.42296021287035,-133.43421251928507,0,Yukon
226,2024-04-10T19:00:00.000Z,51.295834601667366,-117.6042215395949,0,Selkirks
227,2024-04-10T18:00:00.000Z,49.93072,-124.16342,0,Southwest Coast
228,2024-04-10T18:00:00.000Z,51.22511,-117.55348,0,Selkirks
229,2024-04-10T17:00:00.000Z,51.11903,-118.06565,0,Selkirks
230,2024-04-10T16:00:00.000Z,52.17266027964294,-117.2722628158377,0,Central Rockies
231,2024-04-10T06:00:00.000Z,49.40708,-123.19324,0,Southwest Coast
232,2024-04-10T00:00:00.000Z,53.00398,-121.51725,0,Cariboos
233,2024-04-09T21:00:00.000Z,59.68801,-134.94542,0,Yukon
234,2024-04-09T19:00:00.000Z,50.07566,-126.22131,0,Vancouver Island
